CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
10053	166.71638	1150438845	0.85303	0.58753	166.40302	0.31337	337	1	0.85036	0.73515	1	0.86127	0.74989	1	0.85581	0.74252	1	0.24172	0.55538	22.87746	1.03482	1	0.67724	0.52719	24.84599	1.03482	1	-0.03866	-0.00565	0.63822	0.00447	1	0.02130	-0.00288	0.58220	0.00446	1	0.79740	0.57593	0	0
10054	166.73264	1150492637	0.85357	0.62968	166.40302	0.31337	337	0	0.85199	0.74693	1	0.84230	0.76201	1	0.84714	0.75447	1	0.24168	0.55545	22.92993	1.04225	1	0.67737	0.52756	24.73946	1.04225	1	-0.03866	-0.00565	0.63822	0.00447	1	0.02130	-0.00288	0.58220	0.00446	1	0.79740	0.57593	0	0
10055	166.74921	1150547540	0.85215	0.69074	166.40302	0.31337	337	0	0.85493	0.74452	1	0.84656	0.75907	1	0.85074	0.75179	1	0.24171	0.55540	22.88914	1.04968	1	0.67739	0.52756	24.77242	1.04968	1	-0.03866	-0.00565	0.63822	0.00460	1	0.02130	-0.00288	0.58220	0.00454	1	0.79740	0.57593	0	0
10056	166.76575	1150602363	0.85725	0.70958	166.40302	0.31337	337	0	0.88788	0.73501	1	0.84701	0.75952	1	0.86744	0.74727	1	0.24168	0.55551	22.92781	1.04968	1	0.67755	0.52732	24.82794	1.04968	1	-0.03866	-0.00565	0.63822	0.00460	1	0.02130	-0.00288	0.58220	0.00454	1	0.79740	0.57593	0	0
10057	166.78249	1150657776	0.85964	0.75159	166.40302	0.31337	337	0	0.88099	0.74255	1	0.84045	0.76884	1	0.86072	0.75570	1	0.24144	0.55562	23.03200	1.04968	1	0.67742	0.52714	24.91946	1.04968	1	-0.03866	-0.00565	0.63822	0.00460	1	0.02130	-0.00288	0.58220	0.00454	1	0.79740	0.57593	0	0
10058	166.79871	1150711529	0.85834	0.75497	166.40302	0.31337	337	0	0.87786	0.74498	1	0.83623	0.77173	1	0.85704	0.75836	1	0.24143	0.55558	23.01105	1.04225	1	0.67732	0.52724	24.72771	1.04225	1	-0.03811	-0.00556	0.62822	0.00452	1	0.02130	-0.00288	0.58220	0.00450	1	0.79740	0.57593	0	0
10059	166.81511	1150765885	0.85591	0.75348	166.40302	0.31337	337	0	0.88176	0.74095	1	0.82034	0.76003	1	0.85105	0.75049	1	0.24115	0.55543	22.69990	1.03482	1	0.67688	0.52719	25.05824	1.03482	1	-0.03811	-0.00556	0.62822	0.00452	1	0.02130	-0.00288	0.58220	0.00450	1	0.79740	0.57593	0	0
10060	166.83163	1150820597	0.85320	0.75364	166.78249	0.04915	338	1	0.85856	0.74408	1	0.83156	0.76422	1	0.84506	0.75415	1	0.24086	0.55514	22.92499	1.02739	1	0.67647	0.52755	25.05493	1.02739	1	-0.03811	-0.00556	0.62822	0.00452	1	0.02130	-0.00288	0.58220	0.00450	1	0.79740	0.57593	0	0
10061	166.84837	1150876088	0.85088	0.75429	166.78249	0.06589	338	1	0.85280	0.74878	1	0.83042	0.76502	1	0.84161	0.75690	1	0.24069	0.55521	23.34348	1.01327	1	0.67633	0.52757	24.99288	1.02539	1	-0.03693	-0.00534	0.60813	0.00432	1	0.02223	-0.00302	0.61019	0.00469	1	0.79740	0.57593	0	0
10062	166.86462	1150929918	0.84220	0.75179	166.78249	0.08214	338	1	0.79656	0.74180	1	0.80104	0.73676	1	0.79880	0.73928	1	0.23872	0.55316	22.80207	1.01870	1	0.67432	0.52451	24.72668	1.03082	1	-0.03693	-0.00534	0.60813	0.00432	1	0.02223	-0.00302	0.61019	0.00469	1	0.79740	0.57593	0	0
10063	166.88112	1150984533	0.83050	0.74041	166.78249	0.09863	338	1	0.77519	0.66583	1	0.74534	0.67836	1	0.76027	0.67210	1	0.23693	0.55180	23.13643	1.02413	1	0.67250	0.52319	25.22396	1.03626	1	-0.03693	-0.00534	0.60813	0.00432	1	0.02223	-0.00302	0.61019	0.00469	1	0.79740	0.57593	0	0
10064	166.89761	1151039212	0.82233	0.73120	166.78249	0.11513	338	1	0.77916	0.66087	1	0.75116	0.67268	1	0.76516	0.66677	1	0.23633	0.55141	23.16211	1.03626	1	0.67225	0.52277	24.78808	1.04838	1	-0.03842	-0.00526	0.62572	0.00451	1	0.02173	-0.00282	0.60646	0.00473	1	0.79740	0.57593	0	0
10065	166.91409	1151093773	0.81484	0.72523	166.78249	0.13161	338	1	0.75543	0.70250	1	0.75442	0.65239	1	0.75492	0.67745	1	0.23573	0.55127	22.93935	1.05507	1	0.67172	0.52267	24.59797	1.05507	1	-0.03842	-0.00526	0.62572	0.00451	1	0.02173	-0.00282	0.60646	0.00473	1	0.79740	0.57593	0	0
10066	166.93050	1151148142	0.80999	0.71953	166.78249	0.14801	338	1	0.79102	0.68452	1	0.74164	0.65187	1	0.76633	0.66819	1	0.23532	0.55107	23.16019	1.06175	1	0.67139	0.52258	24.66360	1.06175	1	-0.03842	-0.00526	0.62572	0.00451	1	0.02173	-0.00282	0.60646	0.00473	1	0.79740	0.57593	0	0
10067	166.94724	1151203559	0.80589	0.71500	166.78249	0.16475	338	1	0.79102	0.68452	1	0.73869	0.65491	1	0.76486	0.66971	1	0.23488	0.55125	23.19558	1.06175	1	0.67118	0.52259	24.78704	1.05540	1	-0.03759	-0.00512	0.60987	0.00451	1	0.02123	-0.00277	0.59605	0.00468	1	0.79740	0.57593	0	0
10068	166.96358	1151257704	0.79981	0.71118	166.78249	0.18109	338	1	0.74214	0.66778	1	0.72370	0.67053	1	0.73292	0.66915	1	0.23427	0.55161	22.93322	1.04872	1	0.67049	0.52248	24.86827	1.04237	1	-0.03759	-0.00512	0.60987	0.00451	1	0.02123	-0.00277	0.59605	0.00468	1	0.79740	0.57593	0	0
10069	166.98026	1151312973	0.79590	0.70819	166.78249	0.19777	338	1	0.77266	0.67260	1	0.72538	0.67219	1	0.74902	0.67240	1	0.23390	0.55158	22.88746	1.03568	1	0.66999	0.52265	24.78848	1.02933	1	-0.03759	-0.00512	0.60987	0.00451	1	0.02123	-0.00277	0.59605	0.00468	1	0.79740	0.57593	0	0
10070	166.99661	1151367177	0.79218	0.70605	166.78249	0.21413	338	1	0.76846	0.67781	1	0.71932	0.67847	1	0.74389	0.67814	1	0.23337	0.55204	23.14115	1.02264	1	0.66995	0.52258	24.53945	1.01629	1	-0.03779	-0.00522	0.61013	0.00433	1	0.02104	-0.00276	0.59317	0.00444	1	0.79740	0.57593	0	0
10071	167.01323	1151422221	0.78792	0.70761	166.78249	0.23074	338	1	0.74448	0.74118	1	0.71186	0.71785	1	0.72817	0.72952	1	0.23268	0.55279	23.00899	1.01629	1	0.66913	0.52322	24.72130	1.01629	1	-0.03779	-0.00522	0.61013	0.00433	1	0.02104	-0.00276	0.59317	0.00444	1	0.79740	0.57593	0	0
10072	167.02959	1151476386	0.76150	0.69516	166.78249	0.23074	338	0	0.75525	0.75180	1	0.70872	0.73278	1	0.73199	0.74229	1	0.23236	0.55294	22.70424	1.01629	1	0.66850	0.52347	24.94216	1.01629	1	-0.03779	-0.00522	0.61013	0.00433	1	0.02104	-0.00276	0.59317	0.00444	1	0.79740	0.57593	0	0
10073	167.04602	1151530821	0.74747	0.71803	166.78249	0.23074	338	0	0.75525	0.75180	1	0.71163	0.72998	1	0.73344	0.74089	1	0.23194	0.55320	23.00637	1.01629	1	0.66842	0.52363	24.55784	1.02264	1	-0.03784	-0.00529	0.60806	0.00427	1	0.02137	-0.00282	0.60642	0.00457	1	0.79740	0.57593	0	0
10074	167.06250	1151585419	0.72776	0.71589	166.78249	0.23074	338	0	0.70638	0.67597	1	0.67032	0.74724	1	0.68835	0.71160	1	0.23113	0.55323	22.73098	1.02264	1	0.66757	0.52380	24.88299	1.02899	1	-0.03784	-0.00529	0.60806	0.00427	1	0.02137	-0.00282	0.60642	0.00457	1	0.79740	0.57593	0	0
10075	167.07898	1151640035	0.70847	0.71173	167.02959	0.04939	339	1	0.65719	0.67710	1	0.64403	0.72145	1	0.65061	0.69927	1	0.22717	0.55359	24.32222	1.02899	1	0.66463	0.52312	24.72354	1.03534	1	-0.03784	-0.00529	0.60806	0.00427	1	0.02137	-0.00282	0.60642	0.00457	1	0.79740	0.57593	0	0
10076	167.09549	1151694706	0.69728	0.70870	167.02959	0.06590	339	1	0.65854	0.67456	1	0.64650	0.71859	1	0.65252	0.69657	1	0.22674	0.55352	23.64696	1.03534	1	0.66366	0.52313	24.81410	1.04169	1	-0.03799	-0.00533	0.60180	0.00442	1	0.02097	-0.00284	0.61074	0.00474	1	0.79740	0.57593	0	0
10077	167.11212	1151749818	0.67815	0.70817	167.02959	0.08253	339	1	0.59645	0.71360	1	0.56854	0.69747	1	0.58249	0.70554	1	0.22403	0.55320	24.35635	1.04169	1	0.66114	0.52240	24.99427	1.04169	1	-0.03799	-0.00533	0.60180	0.00442	1	0.02097	-0.00284	0.61074	0.00474	1	0.79740	0.57593	0	0
10078	167.12839	1151803713	0.66581	0.70839	167.02959	0.09880	339	1	0.60203	0.75270	1	0.58145	0.66674	1	0.59174	0.70972	1	0.22365	0.55317	24.77888	1.04169	1	0.66063	0.52202	24.74245	1.04169	1	-0.03799	-0.00533	0.60180	0.00442	1	0.02097	-0.00284	0.61074	0.00474	1	0.79740	0.57593	0	0
10079	167.14494	1151858569	0.65655	0.70856	167.02959	0.11536	339	1	0.60203	0.75270	1	0.58145	0.66674	1	0.59174	0.70972	1	0.22344	0.55303	24.32283	1.04169	1	0.66056	0.52196	24.69772	1.04169	1	-0.03861	-0.00520	0.60864	0.00463	1	0.02033	-0.00269	0.59724	0.00461	1	0.79740	0.57593	0	0
10080	167.16150	1151913396	0.64882	0.70840	167.02959	0.13191	339	1	0.59742	0.70940	1	0.57652	0.70479	1	0.58697	0.70709	1	0.22269	0.55240	24.76088	1.04169	1	0.65988	0.52153	24.81402	1.04169	1	-0.03861	-0.00520	0.60864	0.00463	1	0.02033	-0.00269	0.59724	0.00461	1	0.79740	0.57593	0	0
10081	167.17795	1151967891	0.64054	0.71012	167.02959	0.14836	339	1	0.57561	0.70122	1	0.55653	0.74997	1	0.56607	0.72559	1	0.22217	0.55210	24.71673	1.04169	1	0.65950	0.52124	24.62080	1.04169	1	-0.03861	-0.00520	0.60864	0.00463	1	0.02033	-0.00269	0.59724	0.00461	1	0.79740	0.57593	0	0
10082	167.19461	1152023100	0.63391	0.71128	167.02959	0.16502	339	1	0.57650	0.69871	1	0.55858	0.74705	1	0.56754	0.72288	1	0.22202	0.55212	24.84635	1.04838	1	0.65918	0.52122	25.05750	1.04838	1	-0.18010	-0.02471	2.88966	0.00463	0	0.02053	-0.00264	0.60580	0.00477	1	0.79740	0.57593	0	0
10083	167.21088	1152076950	0.62932	0.71082	167.02959	0.18129	339	1	0.59144	0.68491	1	0.56633	0.72668	1	0.57889	0.70580	1	0.22119	0.55170	24.82505	1.05507	1	0.65835	0.52102	24.93497	1.05507	1	-0.18010	-0.02471	2.88966	0.00463	0	0.02053	-0.00264	0.60580	0.00477	1	0.79740	0.57593	0	0
10084	167.22737	1152131603	0.62407	0.70967	167.02959	0.19778	339	1	0.56618	0.67525	1	0.55593	0.71648	1	0.56106	0.69587	1	0.22076	0.55188	24.75996	1.06175	1	0.65803	0.52093	25.16526	1.06175	1	-0.18010	-0.02471	2.88966	0.00463	0	0.02053	-0.00264	0.60580	0.00477	1	0.79740	0.57593	0	0
10085	167.24391	1152186407	0.61967	0.70848	167.02959	0.21432	339	1	0.56700	0.67263	1	0.55794	0.71344	1	0.56247	0.69303	1	0.22043	0.55180	24.73458	1.06844	1	0.65769	0.52081	25.14074	1.06844	1	-0.18059	-0.02466	2.88379	0.00463	0	0.02047	-0.00264	0.60665	0.00489	1	0.79740	0.57593	0	0
10086	167.26045	1152241192	0.58874	0.70633	167.02959	0.21432	339	0	0.57882	0.68851	1	0.56668	0.72116	1	0.57275	0.70483	1	0.21947	0.55205	24.83529	1.06844	1	0.65678	0.52105	25.02099	1.06844	1	-0.18059	-0.02466	2.88379	0.00463	0	0.02047	-0.00264	0.60665	0.00489	1	0.79740	0.57593	0	0
10087	167.27689	1152295623	0.57060	0.71279	167.02959	0.21432	339	0	0.56200	0.70681	1	0.54292	0.73170	1	0.55246	0.71925	1	0.21903	0.55192	24.94980	1.06844	1	0.65647	0.52092	24.99434	1.06844	1	-0.18059	-0.02466	2.88379	0.00463	0	0.02047	-0.00264	0.60665	0.00489	1	0.79740	0.57593	0	0
10088	167.29338	1152350275	0.56455	0.71495	167.02959	0.21432	339	0	0.56200	0.70681	1	0.54292	0.73170	1	0.55246	0.71925	1	0.21881	0.55205	24.78005	1.06844	1	0.65607	0.52095	25.04018	1.06844	1	-0.18089	-0.02458	2.87501	0.00463	0	0.02038	-0.00270	0.60954	0.00489	1	0.79740	0.57593	0	0
10089	167.30983	1152404789	0.56462	0.71750	167.26045	0.04938	340	1	0.56837	0.71738	1	0.56127	0.73297	1	0.56482	0.72518	1	0.21787	0.55246	25.12148	1.06844	1	0.65540	0.52118	25.11635	1.06844	1	-0.18089	-0.02458	2.87501	0.00463	0	0.02038	-0.00270	0.60954	0.00489	1	0.79740	0.57593	0	0
10090	167.32637	1152459583	0.55207	0.71877	167.26045	0.06592	340	1	0.49378	0.73085	1	0.51001	0.71678	1	0.50190	0.72382	1	0.21526	0.55257	25.29354	1.06844	1	0.65330	0.52066	24.73091	1.06844	1	-0.18089	-0.02458	2.87501	0.00463	0	0.02038	-0.00270	0.60954	0.00489	1	0.79740	0.57593	0	0
10091	167.34283	1152514125	0.54371	0.71961	167.26045	0.08238	340	1	0.49378	0.73085	1	0.51001	0.71678	1	0.50190	0.72382	1	0.21448	0.55255	25.18423	1.06844	1	0.65222	0.52062	25.42562	1.06844	1	-0.04070	-0.00535	0.62612	0.00505	1	0.01961	-0.00262	0.60274	0.00491	1	0.79740	0.57593	0	0
10092	167.35933	1152568748	0.52909	0.71442	167.26045	0.09888	340	1	0.43208	0.69378	1	0.45060	0.67282	1	0.44134	0.68330	1	0.21164	0.55181	25.16543	1.06844	1	0.64922	0.51975	24.74649	1.06844	1	-0.04070	-0.00535	0.62612	0.00505	1	0.01961	-0.00262	0.60274	0.00491	1	0.79740	0.57593	0	0
10093	167.37582	1152623415	0.51659	0.71066	167.26045	0.11537	340	1	0.43167	0.69282	1	0.42652	0.67591	1	0.42910	0.68437	1	0.21102	0.55192	25.25319	1.06844	1	0.64825	0.51988	25.86951	1.06844	1	-0.04070	-0.00535	0.62612	0.00505	1	0.01961	-0.00262	0.60274	0.00491	1	0.79740	0.57593	0	0
10094	167.39223	1152677730	0.50687	0.70774	167.26045	0.13177	340	1	0.43167	0.69282	1	0.42652	0.67591	1	0.42910	0.68437	1	0.21066	0.55187	25.20459	1.06844	1	0.64834	0.51969	24.90760	1.06844	1	-0.04027	-0.00526	0.61523	0.00497	1	0.01972	-0.00266	0.61158	0.00488	1	0.79740	0.57593	0	0
10095	167.40891	1152732994	0.50018	0.70453	167.26045	0.14845	340	1	0.43784	0.70016	1	0.44213	0.65101	1	0.43998	0.67559	1	0.20974	0.55205	25.27659	1.06844	1	0.64712	0.51956	26.00649	1.06844	1	-0.04027	-0.00526	0.61523	0.00497	1	0.01972	-0.00266	0.61158	0.00488	1	0.79740	0.57593	0	0
10096	167.42538	1152787589	0.49328	0.70187	167.26045	0.16493	340	1	0.43660	0.70087	1	0.41203	0.64975	1	0.42432	0.67531	1	0.20912	0.55188	25.31178	1.06844	1	0.64667	0.51962	26.20000	1.06844	1	-0.04027	-0.00526	0.61523	0.00497	1	0.01972	-0.00266	0.61158	0.00488	1	0.79740	0.57593	0	0
10097	167.44186	1152842190	0.48753	0.69966	167.26045	0.18141	340	1	0.43660	0.70087	1	0.41203	0.64975	1	0.42432	0.67531	1	0.20899	0.55187	25.15249	1.06844	1	0.64673	0.51916	25.10888	1.06844	1	-0.04105	-0.00534	0.62426	0.00503	1	0.01931	-0.00263	0.60466	0.00487	1	0.79740	0.57593	0	0
10098	167.45824	1152896443	0.48260	0.69684	167.26045	0.19778	340	1	0.41810	0.69818	1	0.42862	0.62780	1	0.42336	0.66299	1	0.20794	0.55195	25.35686	1.06844	1	0.64547	0.51924	26.00206	1.06844	1	-0.04105	-0.00534	0.62426	0.00503	1	0.01931	-0.00263	0.60466	0.00487	1	0.79740	0.57593	0	0
10099	167.47488	1152951583	0.47792	0.69513	167.26045	0.21443	340	1	0.42713	0.70343	1	0.40705	0.64243	1	0.41709	0.67293	1	0.20759	0.55195	25.24097	1.06844	1	0.64508	0.51925	25.93189	1.06844	1	-0.04105	-0.00534	0.62426	0.00503	1	0.01931	-0.00263	0.60466	0.00487	1	0.79740	0.57593	0	0
10100	167.49135	1153006103	0.47383	0.69385	167.26045	0.23090	340	1	0.42717	0.70588	1	0.40595	0.64604	1	0.41656	0.67596	1	0.20730	0.55191	25.32433	1.06175	1	0.64523	0.51894	25.03262	1.06175	1	-0.17671	-0.02355	2.73026	0.00503	0	0.01914	-0.00263	0.60506	0.00482	1	0.79740	0.57593	0	0
10101	167.50774	1153060430	0.43768	0.68175	167.26045	0.23090	340	0	0.41266	0.65651	1	0.39369	0.63008	1	0.40317	0.64330	1	0.20655	0.55193	25.41875	1.05507	1	0.64412	0.51907	26.07504	1.05507	1	-0.17671	-0.02355	2.73026	0.00503	0	0.01914	-0.00263	0.60506	0.00482	1	0.79740	0.57593	0	0
10102	167.52431	1153115296	0.41539	0.66409	167.26045	0.23090	340	0	0.40226	0.65773	1	0.38394	0.63511	1	0.39310	0.64642	1	0.20627	0.55205	25.41866	1.04838	1	0.64384	0.51898	26.06010	1.04838	1	-0.17671	-0.02355	2.73026	0.00503	0	0.01914	-0.00263	0.60506	0.00482	1	0.79740	0.57593	0	0
10103	167.54074	1153169739	0.40796	0.65820	167.26045	0.23090	340	0	0.40226	0.65773	1	0.38394	0.63511	1	0.39310	0.64642	1	0.20610	0.55206	25.56169	1.04838	1	0.64374	0.51880	25.91383	1.04838	1	-0.04102	-0.00539	0.61964	0.00498	1	0.01907	-0.00265	0.60838	0.00496	1	0.79740	0.57593	0	0
10104	167.55710	1153223944	0.40262	0.66016	167.50774	0.04936	341	1	0.37969	0.70312	1	0.39354	0.62896	1	0.38662	0.66604	1	0.20566	0.55186	25.52409	1.05507	1	0.64325	0.51890	26.03694	1.05507	1	-0.04102	-0.00539	0.61964	0.00498	1	0.01907	-0.00265	0.60838	0.00496	1	0.79740	0.57593	0	0
10105	167.57370	1153278954	0.40042	0.65910	167.50774	0.06596	341	1	0.39803	0.69121	1	0.38515	0.61853	1	0.39159	0.65487	1	0.20549	0.55174	25.56299	1.06175	1	0.64312	0.51870	26.04273	1.06175	1	-0.04102	-0.00539	0.61964	0.00498	1	0.01907	-0.00265	0.60838	0.00496	1	0.79740	0.57593	0	0
10106	167.59032	1153334004	0.39908	0.65728	167.50774	0.08258	341	1	0.39757	0.68583	1	0.38720	0.61052	1	0.39239	0.64817	1	0.20540	0.55170	25.62122	1.07587	1	0.64313	0.51866	26.15808	1.07587	1	-0.04196	-0.00546	0.63313	0.00524	1	0.01907	-0.00265	0.60838	0.00514	1	0.79740	0.57593	0	0
10107	167.60658	1153387842	0.39655	0.65464	167.50774	0.09885	341	1	0.38262	0.68308	1	0.38019	0.59445	1	0.38140	0.63876	1	0.20522	0.55160	25.44587	1.08331	1	0.64282	0.51853	26.14718	1.08331	1	-0.04196	-0.00546	0.63313	0.00524	1	0.01907	-0.00265	0.60838	0.00514	1	0.79740	0.57593	0	0
10108	167.62292	1153442028	0.39117	0.65361	167.50774	0.11519	341	1	0.35110	0.69630	1	0.35588	0.59659	1	0.35349	0.64644	1	0.20404	0.55178	25.54838	1.09074	1	0.64183	0.51854	26.25762	1.09074	1	-0.04196	-0.00546	0.63313	0.00524	1	0.01907	-0.00265	0.60838	0.00514	1	0.79740	0.57593	0	0
10109	167.63957	1153497156	0.38698	0.65281	167.50774	0.13184	341	1	0.35110	0.69630	1	0.35588	0.59659	1	0.35349	0.64644	1	0.20341	0.55196	25.51035	1.09074	1	0.64164	0.51828	25.24343	1.09074	1	-0.04117	-0.00531	0.61623	0.00514	1	0.01868	-0.00264	0.60753	0.00502	1	0.79740	0.57593	0	0
10110	167.65599	1153551521	0.37407	0.65152	167.50774	0.14825	341	1	0.26041	0.69222	1	0.25521	0.58749	1	0.25781	0.63986	1	0.19983	0.55157	25.02210	1.08331	1	0.63737	0.51838	26.20975	1.08331	1	-0.04117	-0.00531	0.61623	0.00514	1	0.01868	-0.00264	0.60753	0.00502	1	0.79740	0.57593	0	0
10111	167.67262	1153606656	0.36419	0.64924	167.50774	0.16489	341	1	0.25572	0.64080	1	0.27512	0.61217	1	0.26542	0.62649	1	0.19963	0.55172	24.98571	1.07587	1	0.63716	0.51841	26.15846	1.07587	1	-0.04117	-0.00531	0.61623	0.00514	1	0.01868	-0.00264	0.60753	0.00502	1	0.79740	0.57593	0	0
10112	167.68921	1153661597	0.35604	0.64777	167.50774	0.18147	341	1	0.25799	0.64684	1	0.27479	0.61635	1	0.26639	0.63159	1	0.19961	0.55171	24.96216	1.06175	1	0.63697	0.51857	26.26266	1.06877	1	-0.17811	-0.02382	2.71452	0.00514	0	0.01920	-0.00272	0.62614	0.00527	1	0.79740	0.57593	0	0
10113	167.70561	1153715921	0.34798	0.64687	167.50774	0.19788	341	1	0.26968	0.65152	1	0.23289	0.62057	1	0.25128	0.63604	1	0.19916	0.55178	24.85421	1.06208	1	0.63674	0.51815	25.64054	1.06910	1	-0.17811	-0.02382	2.71452	0.00514	0	0.01920	-0.00272	0.62614	0.00527	1	0.79740	0.57593	0	0
10114	167.72194	1153770033	0.34058	0.64616	167.50774	0.21420	341	1	0.25965	0.65369	1	0.22903	0.62009	1	0.24434	0.63689	1	0.19903	0.55181	24.87377	1.06241	1	0.63663	0.51812	25.57544	1.06943	1	-0.17811	-0.02382	2.71452	0.00514	0	0.01920	-0.00272	0.62614	0.00527	1	0.79740	0.57593	0	0
10115	167.73849	1153824862	0.33416	0.64537	167.50774	0.23076	341	1	0.25960	0.65356	1	0.22909	0.61526	1	0.24434	0.63441	1	0.19893	0.55175	24.80555	1.06274	1	0.63666	0.51811	25.67171	1.07756	1	-0.17811	-0.02382	2.71452	0.00514	0	0.01947	-0.00277	0.63656	0.00528	1	0.79740	0.57593	0	0
10116	167.75507	1153879778	0.30439	0.63879	167.50774	0.23076	341	0	0.25113	0.64341	1	0.25029	0.60768	1	0.25071	0.62554	1	0.19878	0.55165	24.54472	1.07756	1	0.63646	0.51797	25.71888	1.08535	1	-0.17811	-0.02382	2.71452	0.00514	0	0.01947	-0.00277	0.63656	0.00528	1	0.79740	0.57593	0	0
10117	167.77173	1153934955	0.27734	0.63548	167.50774	0.23076	341	0	0.24806	0.67656	1	0.25252	0.58778	1	0.25029	0.63217	1	0.19871	0.55149	24.43425	1.08535	1	0.63648	0.51774	25.71135	1.09315	1	-0.17811	-0.02382	2.71452	0.00514	0	0.01947	-0.00277	0.63656	0.00528	1	0.79740	0.57593	0	0
10118	167.78821	1153989550	0.26810	0.63387	167.50774	0.23076	341	0	0.24676	0.67352	1	0.25252	0.58778	1	0.24964	0.63065	1	0.19872	0.55140	24.44085	1.09315	1	0.63651	0.51763	25.74475	1.09315	1	-0.17902	-0.02332	2.72800	0.00514	0	0.01920	-0.00268	0.62614	0.00529	1	0.79740	0.57593	0	0
10119	167.80476	1154044403	0.26043	0.63001	167.75507	0.04970	342	1	0.24396	0.65561	1	0.23087	0.58122	1	0.23742	0.61841	1	0.19870	0.55098	24.33197	1.09315	1	0.63662	0.51785	26.13809	1.08535	1	-0.17902	-0.02332	2.72800	0.00514	0	0.01920	-0.00268	0.62614	0.00529	1	0.79740	0.57593	0	0
10120	167.82095	1154098019	0.25622	0.62592	167.75507	0.06589	342	1	0.24789	0.63378	1	0.23089	0.58538	1	0.23939	0.60958	1	0.19870	0.55067	24.16041	1.08535	1	0.63661	0.51807	26.26892	1.07756	1	-0.17902	-0.02332	2.72800	0.00514	0	0.01920	-0.00268	0.62614	0.00529	1	0.79740	0.57593	0	0
10121	167.83775	1154153688	0.25352	0.62388	167.75507	0.08269	342	1	0.24920	0.63714	1	0.23083	0.59022	1	0.24001	0.61368	1	0.19871	0.55062	24.13383	1.07756	1	0.63674	0.51800	25.98772	1.06976	1	-0.17902	-0.02332	2.72800	0.00514	0	0.01920	-0.00268	0.62614	0.00522	1	0.79740	0.57593	0	0
10122	167.85393	1154207288	0.25007	0.63342	167.75507	0.09886	342	1	0.21876	0.67119	1	0.23991	0.71014	1	0.22934	0.69067	1	0.19812	0.55257	24.05258	1.06976	1	0.63563	0.52002	25.91849	1.06976	1	-0.17902	-0.02332	2.72800	0.00514	0	0.01920	-0.00268	0.62614	0.00522	1	0.79740	0.57593	0	0
10123	167.87068	1154262778	0.24284	0.64750	167.75507	0.11562	342	1	0.18937	0.77201	1	0.19508	0.72013	1	0.19222	0.74607	1	0.19715	0.55405	23.12735	1.06976	1	0.63471	0.52211	25.78929	1.06976	1	-0.17902	-0.02332	2.72800	0.00514	0	0.01920	-0.00268	0.62614	0.00522	1	0.79740	0.57593	0	0
10124	167.88699	1154316811	0.23713	0.65835	167.75507	0.13193	342	1	0.18787	0.76995	1	0.19509	0.72030	1	0.19148	0.74513	1	0.19671	0.55484	22.88831	1.07645	1	0.63459	0.52285	26.01270	1.06943	1	-0.04217	-0.00556	0.62838	0.00464	1	0.01858	-0.00284	0.61027	0.00509	1	0.79740	0.57593	0	0
10125	167.90356	1154371696	0.23255	0.67011	167.75507	0.14850	342	1	0.17981	0.79916	1	0.20283	0.75267	1	0.19132	0.77592	1	0.19659	0.55506	22.91094	1.07612	1	0.63467	0.52304	26.04312	1.06910	1	-0.04217	-0.00556	0.62838	0.00464	1	0.01858	-0.00284	0.61027	0.00509	1	0.79740	0.57593	0	0
10126	167.91997	1154426025	0.22904	0.68084	167.75507	0.16490	342	1	0.17548	0.80880	1	0.21234	0.76754	1	0.19391	0.78817	1	0.19653	0.55500	22.78410	1.07579	1	0.63465	0.52335	25.99514	1.06877	1	-0.04217	-0.00556	0.62838	0.00464	1	0.01858	-0.00284	0.61027	0.00509	1	0.79740	0.57593	0	0
10127	167.93634	1154480265	0.22611	0.68979	167.75507	0.18127	342	1	0.17556	0.80888	1	0.21234	0.76769	1	0.19395	0.78829	1	0.19632	0.55521	22.53874	1.07546	1	0.63466	0.52351	25.99866	1.06844	1	-0.04191	-0.00557	0.62450	0.00454	1	0.01858	-0.00284	0.61027	0.00509	1	0.79740	0.57593	0	0
10128	167.95273	1154534599	0.22428	0.69505	167.75507	0.19766	342	1	0.18594	0.72209	1	0.21875	0.79423	1	0.20235	0.75816	1	0.19667	0.55607	22.98041	1.06844	1	0.63491	0.52388	26.07127	1.06844	1	-0.04191	-0.00557	0.62450	0.00454	1	0.01858	-0.00284	0.61027	0.00509	1	0.79740	0.57593	0	0
10129	167.96936	1154589690	0.22287	0.70057	167.75507	0.21429	342	1	0.18711	0.74432	1	0.22184	0.80021	1	0.20447	0.77227	1	0.19669	0.55608	23.03319	1.06844	1	0.63493	0.52412	26.00075	1.06844	1	-0.04191	-0.00557	0.62450	0.00454	1	0.01858	-0.00284	0.61027	0.00509	1	0.79740	0.57593	0	0
