CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
8784	145.79291	1081123605	0.32854	1.18533	145.29846	0.49445	269	1	0.33866	1.14282	1	0.33238	1.23177	1	0.33552	1.18730	1	0.22458	0.54735	25.80273	1.03601	1	0.66699	0.52582	25.79994	1.04236	1	-0.03740	-0.00410	0.60680	0.00493	1	0.02246	-0.00227	0.60637	0.00491	1	0.97917	0.31852	0	0
8785	145.80930	1081177898	0.32871	1.18516	145.29846	0.51083	269	1	0.33912	1.13182	1	0.32847	1.22814	1	0.33380	1.17998	1	0.22462	0.54732	25.90487	1.03567	1	0.66686	0.52591	26.13848	1.04202	1	-0.03740	-0.00410	0.60680	0.00493	1	0.02246	-0.00227	0.60637	0.00491	1	0.97917	0.31852	0	0
8786	145.82591	1081232926	0.32886	1.18500	145.29846	0.52745	269	1	0.33915	1.13181	1	0.32844	1.22815	1	0.33379	1.17998	1	0.22464	0.54741	25.94886	1.03533	1	0.66676	0.52578	25.94734	1.04168	1	-0.03859	-0.00418	0.62620	0.00505	1	0.02246	-0.00227	0.60637	0.00492	1	0.97917	0.31852	0	0
8787	145.84242	1081287629	0.32900	1.18503	145.29846	0.54396	269	1	0.34942	1.13575	1	0.31779	1.23612	1	0.33361	1.18594	1	0.22477	0.54738	26.07965	1.04168	1	0.66646	0.52551	25.90418	1.04168	1	-0.03859	-0.00418	0.62620	0.00505	1	0.02246	-0.00227	0.60637	0.00492	1	0.97917	0.31852	0	0
8788	145.85866	1081341418	0.32911	1.18511	145.29846	0.56020	269	1	0.35361	1.13847	1	0.31238	1.23705	1	0.33299	1.18776	1	0.22477	0.54738	26.07965	1.04168	1	0.66645	0.52552	25.91823	1.04168	1	-0.03859	-0.00418	0.62620	0.00505	1	0.02246	-0.00227	0.60637	0.00492	1	0.97917	0.31852	0	0
8789	145.87518	1081396128	0.32922	1.18518	145.29846	0.57672	269	1	0.35361	1.13847	1	0.31238	1.23705	1	0.33299	1.18776	1	0.22477	0.54739	26.07830	1.04168	1	0.66645	0.52552	25.91823	1.04168	1	-0.03740	-0.00410	0.60680	0.00495	1	0.02246	-0.00227	0.60637	0.00491	1	0.97917	0.31852	0	0
8790	145.89178	1081451170	0.32889	1.18546	145.29846	0.59332	269	1	0.32969	1.14403	1	0.30436	1.24716	1	0.31703	1.19559	1	0.22500	0.54760	26.13397	1.04168	1	0.66649	0.52585	25.89369	1.04168	1	-0.03740	-0.00410	0.60680	0.00495	1	0.02246	-0.00227	0.60637	0.00491	1	0.97917	0.31852	0	0
8791	145.90829	1081505820	0.32878	1.18574	145.29846	0.60983	269	1	0.33927	1.14562	1	0.30960	1.24602	1	0.32444	1.19582	1	0.22509	0.54767	26.09396	1.04168	1	0.66645	0.52597	25.84202	1.04168	1	-0.03740	-0.00410	0.60680	0.00495	1	0.02246	-0.00227	0.60637	0.00491	1	0.97917	0.31852	0	0
8792	145.92479	1081560483	0.32866	1.18600	145.29846	0.62633	269	1	0.33927	1.14562	1	0.30960	1.24602	1	0.32444	1.19582	1	0.22509	0.54767	26.09396	1.04168	1	0.66645	0.52597	25.84202	1.04168	1	-0.03740	-0.00410	0.60680	0.00495	1	0.02246	-0.00227	0.60637	0.00490	1	0.97917	0.31852	0	0
8793	145.94116	1081614734	0.32858	1.18627	145.29846	0.64270	269	1	0.33930	1.14020	1	0.31157	1.25408	1	0.32543	1.19714	1	0.22518	0.54758	26.27061	1.04168	1	0.66647	0.52620	25.92695	1.04168	1	-0.03740	-0.00410	0.60680	0.00495	1	0.02246	-0.00227	0.60637	0.00490	1	0.97917	0.31852	0	0
8794	145.95753	1081668966	0.32846	1.18664	145.29846	0.65907	269	1	0.33810	1.14755	1	0.30919	1.25493	1	0.32365	1.20124	1	0.22521	0.54763	26.30463	1.04168	1	0.66651	0.52602	25.86459	1.04168	1	-0.03740	-0.00410	0.60680	0.00495	1	0.02246	-0.00227	0.60637	0.00490	1	0.97917	0.31852	0	0
8795	145.97403	1081723631	0.32835	1.18699	145.29846	0.67557	269	1	0.33810	1.14755	1	0.30919	1.25493	1	0.32365	1.20124	1	0.22524	0.54753	26.41393	1.04168	1	0.66652	0.52603	25.87076	1.04168	1	-0.03759	-0.00408	0.61146	0.00505	1	0.02246	-0.00227	0.60637	0.00490	1	0.97917	0.31852	0	0
8796	145.99068	1081778750	0.32827	1.18704	145.29846	0.69221	269	1	0.33890	1.13403	1	0.31095	1.24426	1	0.32493	1.18915	1	0.22526	0.54735	26.35103	1.04168	1	0.66652	0.52575	25.96428	1.04168	1	-0.03759	-0.00408	0.61146	0.00505	1	0.02246	-0.00227	0.60637	0.00490	1	0.97917	0.31852	0	0
8797	146.00728	1081833778	0.32792	1.18765	145.29846	0.70882	269	1	0.30948	1.18753	1	0.31602	1.24018	1	0.31275	1.21385	1	0.22526	0.54735	26.35103	1.04168	1	0.66654	0.52575	25.92655	1.04168	1	-0.03759	-0.00408	0.61146	0.00505	1	0.02246	-0.00227	0.60637	0.00490	1	0.97917	0.31852	0	0
8798	146.02365	1081888019	0.32758	1.18824	145.29846	0.72519	269	1	0.30779	1.18879	1	0.31731	1.23994	1	0.31255	1.21436	1	0.22531	0.54729	26.29006	1.05580	1	0.66660	0.52572	26.05855	1.05580	1	-0.03914	-0.00420	0.63667	0.00530	1	0.02246	-0.00227	0.60637	0.00500	1	0.97917	0.31852	0	0
8799	146.04016	1081942687	0.32733	1.18921	145.29846	0.74170	269	1	0.31165	1.24267	1	0.32096	1.22303	1	0.31631	1.23285	1	0.22532	0.54699	26.28089	1.06992	1	0.66660	0.52563	25.98579	1.06992	1	-0.03914	-0.00420	0.63667	0.00530	1	0.02246	-0.00227	0.60637	0.00500	1	0.97917	0.31852	0	0
8800	146.05666	1081997340	0.32717	1.18980	145.29846	0.75819	269	1	0.31073	1.22532	1	0.32847	1.20886	1	0.31960	1.21709	1	0.22533	0.54680	26.18380	1.08404	1	0.66665	0.52538	26.02517	1.08404	1	-0.03914	-0.00420	0.63667	0.00530	1	0.02246	-0.00227	0.60637	0.00500	1	0.97917	0.31852	0	0
8801	146.07343	1082052883	0.32700	1.19037	145.29846	0.77496	269	1	0.31142	1.22459	1	0.32724	1.20941	1	0.31933	1.21700	1	0.22538	0.54668	26.16227	1.07799	1	0.66669	0.52528	26.00273	1.07164	1	-0.03914	-0.00420	0.63667	0.00539	1	0.02212	-0.00224	0.59604	0.00498	1	0.97917	0.31852	0	0
8802	146.08969	1082106763	0.32724	1.19076	145.29846	0.79123	269	1	0.32265	1.22435	1	0.33290	1.21808	1	0.32778	1.22122	1	0.22554	0.54698	26.18277	1.05146	1	0.66685	0.52538	26.15596	1.04512	1	-0.03914	-0.00420	0.63667	0.00539	1	0.02212	-0.00224	0.59604	0.00498	1	0.97917	0.31852	0	0
8803	146.10619	1082161424	0.32699	1.19189	145.29846	0.80772	269	1	0.33170	1.23142	1	0.30720	1.23205	1	0.31945	1.23174	1	0.22560	0.54703	26.22441	1.02494	1	0.66706	0.52560	25.82021	1.01859	1	-0.03914	-0.00420	0.63667	0.00539	1	0.02212	-0.00224	0.59604	0.00498	1	0.97917	0.31852	0	0
8804	146.12285	1082216626	0.32675	1.19298	145.29846	0.82439	269	1	0.33435	1.22787	1	0.30495	1.23272	1	0.31965	1.23030	1	0.22559	0.54708	26.28714	0.99842	1	0.66706	0.52554	25.88661	0.99207	1	-0.03914	-0.00420	0.63667	0.00501	1	0.02219	-0.00223	0.59558	0.00459	1	0.97917	0.31852	0	0
8805	146.13933	1082271221	0.32643	1.19318	145.29846	0.84087	269	1	0.33999	1.13977	1	0.31268	1.25164	1	0.32633	1.19570	1	0.22581	0.54735	26.24076	0.99207	1	0.66726	0.52588	25.97759	0.99207	1	-0.03914	-0.00420	0.63667	0.00501	1	0.02219	-0.00223	0.59558	0.00459	1	0.97917	0.31852	0	0
8806	146.15572	1082325506	0.32584	1.19338	145.29846	0.85725	269	1	0.33856	1.15047	1	0.28358	1.22311	1	0.31107	1.18679	1	0.22574	0.54787	26.12639	0.99207	1	0.66709	0.52605	26.00659	0.99207	1	-0.03914	-0.00420	0.63667	0.00501	1	0.02219	-0.00223	0.59558	0.00459	1	0.97917	0.31852	0	0
8807	146.17268	1082381691	0.32525	1.19357	145.29846	0.87422	269	1	0.33798	1.15081	1	0.28436	1.22269	1	0.31117	1.18675	1	0.22555	0.54791	25.95233	0.99812	1	0.66693	0.52618	25.88601	1.00447	1	-0.03759	-0.00413	0.61146	0.00475	1	0.02246	-0.00236	0.60637	0.00473	1	0.97917	0.31852	0	0
8808	146.18855	1082434291	0.32445	1.19387	145.29846	0.89009	269	1	0.32012	1.18719	1	0.28805	1.23058	1	0.30409	1.20888	1	0.22457	0.54821	25.90633	1.01053	1	0.66612	0.52645	25.87808	1.01687	1	-0.03759	-0.00413	0.61146	0.00475	1	0.02246	-0.00236	0.60637	0.00473	1	0.97917	0.31852	0	0
8809	146.20506	1082488971	0.32360	1.19445	145.29846	0.90660	269	1	0.32595	1.18205	1	0.27494	1.23994	1	0.30045	1.21100	1	0.22485	0.54815	25.71684	1.02293	1	0.66615	0.52645	25.81465	1.02928	1	-0.03759	-0.00413	0.61146	0.00475	1	0.02246	-0.00236	0.60637	0.00473	1	0.97917	0.31852	0	0
8810	146.22174	1082544215	0.32274	1.19506	145.29846	0.92328	269	1	0.32464	1.18311	1	0.27560	1.23973	1	0.30012	1.21142	1	0.22503	0.54822	25.88251	1.03533	1	0.66622	0.52644	25.95386	1.04168	1	-0.03712	-0.00409	0.60523	0.00487	1	0.02253	-0.00236	0.60582	0.00491	1	0.97917	0.31852	0	0
8811	146.23843	1082599517	0.32185	1.19502	145.29846	0.93997	269	1	0.30513	1.15983	1	0.29267	1.21503	1	0.29890	1.18743	1	0.22537	0.54801	25.84236	1.04168	1	0.66656	0.52631	25.69405	1.04168	1	-0.03712	-0.00409	0.60523	0.00487	1	0.02253	-0.00236	0.60582	0.00491	1	0.97917	0.31852	0	0
8812	146.25484	1082653867	0.32056	1.19574	145.29846	0.95638	269	1	0.28921	1.14729	1	0.27227	1.25695	1	0.28074	1.20212	1	0.22541	0.54774	25.69040	1.04168	1	0.66672	0.52609	25.85989	1.04168	1	-0.03712	-0.00409	0.60523	0.00487	1	0.02253	-0.00236	0.60582	0.00491	1	0.97917	0.31852	0	0
8813	146.27142	1082708808	0.31927	1.19645	145.29846	0.97296	269	1	0.28828	1.14763	1	0.27260	1.25694	1	0.28044	1.20229	1	0.22548	0.54765	25.79799	1.04836	1	0.66685	0.52598	26.08908	1.04836	1	-0.03850	-0.00415	0.62856	0.00510	1	0.02262	-0.00227	0.60586	0.00497	1	0.97917	0.31852	0	0
8814	146.28772	1082762790	0.31856	1.19684	145.29846	0.98926	269	1	0.30722	1.22677	1	0.27950	1.24687	1	0.29336	1.23682	1	0.22580	0.54697	25.66327	1.05505	1	0.66707	0.52583	25.81316	1.05505	1	-0.03850	-0.00415	0.62856	0.00510	1	0.02262	-0.00227	0.60586	0.00497	1	0.97917	0.31852	0	0
8815	146.30418	1082817322	0.31815	1.19709	145.29846	1.00572	269	1	0.30783	1.21992	1	0.28800	1.23784	1	0.29791	1.22888	1	0.22584	0.54684	25.57459	1.06174	1	0.66710	0.52570	25.79537	1.06174	1	-0.03850	-0.00415	0.62856	0.00510	1	0.02262	-0.00227	0.60586	0.00497	1	0.97917	0.31852	0	0
8816	146.32076	1082872237	0.31774	1.19735	145.29846	1.02229	269	1	0.30783	1.21992	1	0.28800	1.23784	1	0.29791	1.22888	1	0.22592	0.54669	25.69830	1.06174	1	0.66710	0.52570	25.79537	1.06174	1	-0.03726	-0.00393	0.60910	0.00499	1	0.02262	-0.00227	0.60586	0.00498	1	0.97917	0.31852	0	0
8817	146.33730	1082927038	0.31741	1.19830	145.29846	1.03883	269	1	0.32272	1.20314	1	0.29908	1.23077	1	0.31090	1.21696	1	0.22614	0.54608	25.52212	1.05505	1	0.66738	0.52551	25.81085	1.05505	1	-0.03726	-0.00393	0.60910	0.00499	1	0.02262	-0.00227	0.60586	0.00498	1	0.97917	0.31852	0	0
8818	146.35379	1082981678	0.31710	1.19852	145.29846	1.05533	269	1	0.32660	1.19514	1	0.30607	1.20868	1	0.31633	1.20191	1	0.22632	0.54633	25.62403	1.04836	1	0.66759	0.52555	25.70507	1.04836	1	-0.03726	-0.00393	0.60910	0.00499	1	0.02262	-0.00227	0.60586	0.00498	1	0.97917	0.31852	0	0
8819	146.37016	1083035913	0.31678	1.19875	145.29846	1.07170	269	1	0.32660	1.19514	1	0.30509	1.20924	1	0.31584	1.20219	1	0.22637	0.54637	25.62132	1.04836	1	0.66763	0.52542	25.69287	1.03624	1	-0.03790	-0.00400	0.62027	0.00500	1	0.02180	-0.00218	0.58146	0.00464	1	0.97917	0.31852	0	0
8820	146.38647	1083089958	0.31601	1.19934	145.29846	1.08801	269	1	0.31008	1.17846	1	0.26380	1.23581	1	0.28694	1.20714	1	0.22660	0.54611	25.55529	1.04293	1	0.66788	0.52532	25.86730	1.03081	1	-0.03790	-0.00400	0.62027	0.00500	1	0.02180	-0.00218	0.58146	0.00464	1	0.97917	0.31852	0	0
8821	146.40315	1083145182	0.31479	1.19757	145.29846	1.10469	269	1	0.25049	1.06729	1	0.26663	1.14035	1	0.25856	1.10382	1	0.22429	0.54139	25.24758	1.03750	1	0.66562	0.52019	25.57046	1.02538	1	-0.03790	-0.00400	0.62027	0.00500	1	0.02180	-0.00218	0.58146	0.00464	1	0.97917	0.31852	0	0
8822	146.41980	1083200337	0.31360	1.19582	145.29846	1.12134	269	1	0.25262	1.06762	1	0.26635	1.14107	1	0.25948	1.10434	1	0.22357	0.53979	25.17849	1.02538	1	0.66484	0.51842	25.39114	1.01903	1	-0.03740	-0.00337	0.60680	0.00470	1	0.02179	-0.00161	0.59689	0.00463	1	0.97917	0.31852	0	0
8823	146.43594	1083253838	0.27501	1.16674	145.29846	1.12134	269	0	0.10349	0.85641	1	0.09992	0.87479	1	0.10171	0.86560	1	0.21690	0.53058	25.11278	1.01234	1	0.65761	0.50924	26.49377	1.01811	1	-0.03740	-0.00337	0.60680	0.00470	1	0.02179	-0.00161	0.59689	0.00463	1	0.97917	0.31852	0	0
8824	146.45258	1083308929	0.18982	1.00503	145.29846	1.12134	269	0	0.10188	0.84198	1	0.10736	0.84464	1	0.10462	0.84331	1	0.21648	0.53033	24.96599	1.01142	1	0.65774	0.50904	26.53515	1.01720	1	-0.03740	-0.00337	0.60680	0.00470	1	0.02179	-0.00161	0.59689	0.00463	1	0.97917	0.31852	0	0
8825	146.46910	1083363663	0.16137	0.95078	145.29846	1.12134	269	0	0.10217	0.84221	1	0.10678	0.84235	1	0.10448	0.84228	1	0.21600	0.53000	24.72526	1.01051	1	0.65747	0.50908	26.62823	1.02263	1	-0.03784	-0.00319	0.60806	0.00456	1	0.02228	-0.00157	0.61660	0.00504	1	0.97917	0.31852	0	0
8826	146.48549	1083417976	0.10106	0.83546	145.29846	1.12134	269	0	0.07540	0.82907	1	0.11277	0.81255	1	0.09409	0.82081	1	0.21543	0.53037	24.50780	1.02263	1	0.65759	0.50914	26.65044	1.02898	1	-0.03784	-0.00319	0.60806	0.00456	1	0.02228	-0.00157	0.61660	0.00504	1	0.97917	0.31852	0	0
8827	146.50200	1083472650	0.10269	0.81610	145.29846	1.12134	269	0	0.09380	0.83238	1	0.11485	0.76108	1	0.10433	0.79673	1	0.21527	0.53053	25.05180	1.02898	1	0.65766	0.50907	26.55144	1.03533	1	-0.03784	-0.00319	0.60806	0.00456	1	0.02228	-0.00157	0.61660	0.00504	1	0.97917	0.31852	0	0
8828	146.51846	1083527194	0.10279	0.80884	145.29846	1.12134	269	0	0.09174	0.83072	1	0.11424	0.75793	1	0.10299	0.79432	1	0.21513	0.53039	24.56409	1.03533	1	0.65769	0.50913	26.71312	1.04168	1	-0.03862	-0.00334	0.61909	0.00472	1	0.02228	-0.00162	0.61660	0.00515	1	0.97917	0.31852	0	0
8829	146.53508	1083582245	0.09945	0.81312	146.48549	0.04959	270	1	0.07352	0.83972	1	0.10533	0.81223	1	0.08943	0.82598	1	0.21481	0.53070	24.58914	1.04168	1	0.65747	0.50925	26.71559	1.04168	1	-0.03862	-0.00334	0.61909	0.00472	1	0.02228	-0.00162	0.61660	0.00515	1	0.97917	0.31852	0	0
8830	146.55133	1083636113	0.09729	0.80455	146.48549	0.06584	270	1	0.08530	0.75677	1	0.09203	0.78376	1	0.08866	0.77027	1	0.21448	0.53115	24.74298	1.04168	1	0.65720	0.50961	26.64536	1.04168	1	-0.03862	-0.00334	0.61909	0.00472	1	0.02228	-0.00162	0.61660	0.00515	1	0.97917	0.31852	0	0
8831	146.56796	1083691199	0.09608	0.79925	146.48549	0.08247	270	1	0.08728	0.75879	1	0.09274	0.78663	1	0.09001	0.77271	1	0.21422	0.53127	24.78647	1.03562	1	0.65705	0.50963	26.77496	1.03562	1	-0.03692	-0.00327	0.58980	0.00454	1	0.02180	-0.00164	0.60575	0.00504	1	0.97917	0.31852	0	0
8832	146.58446	1083745833	0.09617	0.79695	146.48549	0.09897	270	1	0.07750	0.78337	1	0.11592	0.78299	1	0.09671	0.78318	1	0.21369	0.53151	25.00563	1.02957	1	0.65635	0.50951	26.80307	1.02957	1	-0.03692	-0.00327	0.58980	0.00454	1	0.02180	-0.00164	0.60575	0.00504	1	0.97917	0.31852	0	0
8833	146.60085	1083800112	0.09611	0.79772	146.48549	0.11536	270	1	0.09449	0.82952	1	0.09692	0.77675	1	0.09571	0.80314	1	0.21332	0.53243	24.71031	1.02352	1	0.65603	0.51030	26.96782	1.02352	1	-0.03692	-0.00327	0.58980	0.00454	1	0.02180	-0.00164	0.60575	0.00504	1	0.97917	0.31852	0	0
8834	146.61758	1083855554	0.09607	0.79832	146.48549	0.13210	270	1	0.09449	0.82952	1	0.09692	0.77675	1	0.09571	0.80314	1	0.21307	0.53260	24.68983	1.02352	1	0.65583	0.51065	26.83703	1.02352	1	-0.03809	-0.00346	0.60618	0.00460	1	0.02173	-0.00173	0.60646	0.00500	1	0.97917	0.31852	0	0
8835	146.63379	1083909276	0.09409	0.80483	146.48549	0.14830	270	1	0.07596	0.88465	1	0.07673	0.84203	1	0.07634	0.86334	1	0.21288	0.53370	24.97617	1.02957	1	0.65540	0.51171	26.92159	1.02957	1	-0.03809	-0.00346	0.60618	0.00460	1	0.02173	-0.00173	0.60646	0.00500	1	0.97917	0.31852	0	0
8836	146.65051	1083964672	0.09229	0.80998	146.48549	0.16502	270	1	0.07439	0.88320	1	0.07423	0.83974	1	0.07431	0.86147	1	0.21287	0.53371	24.97941	1.03562	1	0.65537	0.51170	26.79215	1.03562	1	-0.03809	-0.00346	0.60618	0.00460	1	0.02173	-0.00173	0.60646	0.00500	1	0.97917	0.31852	0	0
8837	146.66707	1084019518	0.09068	0.81411	146.48549	0.18158	270	1	0.07231	0.88192	1	0.07342	0.83717	1	0.07287	0.85955	1	0.21276	0.53362	24.70046	1.04168	1	0.65540	0.51162	26.93107	1.04168	1	-0.03811	-0.00337	0.60660	0.00468	1	0.02173	-0.00173	0.60646	0.00510	1	0.97917	0.31852	0	0
8838	146.68329	1084073220	0.09055	0.81752	146.48549	0.19780	270	1	0.10151	0.87947	1	0.07659	0.83762	1	0.08905	0.85855	1	0.21267	0.53351	24.94961	1.04168	1	0.65545	0.51155	26.85697	1.04168	1	-0.03811	-0.00337	0.60660	0.00468	1	0.02173	-0.00173	0.60646	0.00510	1	0.97917	0.31852	0	0
8839	146.69983	1084128022	0.09200	0.82057	146.48549	0.21434	270	1	0.09193	0.88391	1	0.12977	0.83635	1	0.11085	0.86013	1	0.21262	0.53360	25.35065	1.04168	1	0.65533	0.51162	27.06471	1.04168	1	-0.03811	-0.00337	0.60660	0.00468	1	0.02173	-0.00173	0.60646	0.00510	1	0.97917	0.31852	0	0
8840	146.71629	1084182554	0.09326	0.82320	146.48549	0.23080	270	1	0.09193	0.88391	1	0.12977	0.83635	1	0.11085	0.86013	1	0.21257	0.53369	25.36830	1.04168	1	0.65540	0.51169	27.10319	1.04168	1	-0.03809	-0.00355	0.60618	0.00481	1	0.02176	-0.00174	0.60980	0.00516	1	0.97917	0.31852	0	0
8841	146.73286	1084237486	0.09348	0.82568	146.48549	0.24738	270	1	0.08262	0.85884	1	0.11111	0.86666	1	0.09687	0.86275	1	0.21250	0.53395	25.39995	1.04168	1	0.65503	0.51204	27.06117	1.04168	1	-0.03809	-0.00355	0.60618	0.00481	1	0.02176	-0.00174	0.60980	0.00516	1	0.97917	0.31852	0	0
8842	146.74945	1084292418	0.09330	0.82614	146.48549	0.26396	270	1	0.07304	0.83301	1	0.10760	0.83426	1	0.09032	0.83364	1	0.21236	0.53474	25.72000	1.04168	1	0.65488	0.51259	27.15300	1.04168	1	-0.03809	-0.00355	0.60618	0.00481	1	0.02176	-0.00174	0.60980	0.00516	1	0.97917	0.31852	0	0
8843	146.76572	1084346315	0.09313	0.82656	146.48549	0.28023	270	1	0.07304	0.83301	1	0.10760	0.83426	1	0.09032	0.83364	1	0.21218	0.53467	25.38940	1.04168	1	0.65472	0.51268	27.01381	1.04168	1	-0.03799	-0.00352	0.60180	0.00477	1	0.02212	-0.00182	0.62245	0.00525	1	0.97917	0.31852	0	0
8844	146.78221	1084400945	0.09260	0.82603	146.48549	0.29672	270	1	0.08175	0.84616	1	0.08433	0.78692	1	0.08304	0.81654	1	0.21170	0.53476	25.59702	1.04168	1	0.65421	0.51270	27.30851	1.04168	1	-0.03799	-0.00352	0.60180	0.00477	1	0.02212	-0.00182	0.62245	0.00525	1	0.97917	0.31852	0	0
8845	146.79871	1084455580	0.09233	0.82667	146.48549	0.31322	270	1	0.06129	0.84142	1	0.11317	0.83624	1	0.08723	0.83883	1	0.21134	0.53475	25.69268	1.04168	1	0.65385	0.51268	27.21053	1.04168	1	-0.03799	-0.00352	0.60180	0.00477	1	0.02212	-0.00182	0.62245	0.00525	1	0.97917	0.31852	0	0
8846	146.81546	1084511080	0.09209	0.82725	146.48549	0.32997	270	1	0.06129	0.84142	1	0.11317	0.83624	1	0.08723	0.83883	1	0.21117	0.53481	25.56640	1.04168	1	0.65368	0.51273	27.26540	1.04168	1	-0.03884	-0.00359	0.61383	0.00490	1	0.02137	-0.00191	0.60642	0.00517	1	0.97917	0.31852	0	0
8847	146.83167	1084564779	0.09189	0.82797	146.48549	0.34618	270	1	0.07590	0.85485	1	0.09935	0.83142	1	0.08763	0.84313	1	0.21085	0.53501	25.74368	1.04168	1	0.65339	0.51264	27.43283	1.04168	1	-0.03884	-0.00359	0.61383	0.00490	1	0.02137	-0.00191	0.60642	0.00517	1	0.97917	0.31852	1	0
8848	146.84814	1084619379	0.09177	0.82862	146.48549	0.36266	270	1	0.07683	0.85491	1	0.10185	0.83056	1	0.08934	0.84274	1	0.21091	0.53495	25.78934	1.04168	1	0.65342	0.51258	27.39753	1.04168	1	-0.03884	-0.00359	0.61383	0.00490	1	0.02137	-0.00191	0.60642	0.00517	1	0.97917	0.31852	0	0
8849	146.86453	1084673656	0.09167	0.82920	146.48549	0.37904	270	1	0.07683	0.85491	1	0.10185	0.83056	1	0.08934	0.84274	1	0.21126	0.53505	26.11392	1.04168	1	0.65358	0.51251	27.36178	1.04168	1	-0.03799	-0.00352	0.60180	0.00491	1	0.02212	-0.00191	0.62245	0.00532	1	0.97917	0.31852	0	0
8850	146.88103	1084728320	0.09443	0.82944	146.48549	0.39554	270	1	0.15230	0.83939	1	0.16865	0.83063	1	0.16048	0.83501	1	0.21435	0.53530	26.96574	1.04168	1	0.65625	0.51280	27.63047	1.04168	1	-0.03799	-0.00352	0.60180	0.00491	1	0.02212	-0.00191	0.62245	0.00532	1	0.97917	0.31852	0	0
8851	146.89740	1084782530	0.09659	0.82914	146.48549	0.41191	270	1	0.12623	0.83829	1	0.17526	0.80522	1	0.15075	0.82176	1	0.21440	0.53524	27.02618	1.04168	1	0.65633	0.51257	27.59548	1.04168	1	-0.03799	-0.00352	0.60180	0.00491	1	0.02212	-0.00191	0.62245	0.00532	1	0.97917	0.31852	0	0
8852	146.91415	1084838040	0.09860	0.82887	146.48549	0.42867	270	1	0.12623	0.83829	1	0.17526	0.80522	1	0.15075	0.82176	1	0.21466	0.53508	26.96402	1.04168	1	0.65654	0.51252	27.79679	1.04168	1	-0.03809	-0.00355	0.60618	0.00511	1	0.02176	-0.00183	0.60980	0.00530	1	0.97917	0.31852	0	0
8853	146.93053	1084892299	0.10015	0.82927	146.48549	0.44504	270	1	0.12076	0.85015	1	0.16314	0.83008	1	0.14195	0.84012	1	0.21507	0.53522	26.96124	1.04168	1	0.65683	0.51270	27.82339	1.04168	1	-0.03809	-0.00355	0.60618	0.00511	1	0.02176	-0.00183	0.60980	0.00530	1	0.97917	0.31852	3	0
8854	146.94690	1084946511	0.10174	0.82955	146.48549	0.46141	270	1	0.12330	0.84865	1	0.16933	0.82607	1	0.14632	0.83736	1	0.21507	0.53520	27.04047	1.04168	1	0.65686	0.51267	27.77256	1.04168	1	-0.03809	-0.00355	0.60618	0.00511	1	0.02176	-0.00183	0.60980	0.00530	1	0.97917	0.31852	0	0
8855	146.96352	1085001600	0.10322	0.82976	146.48549	0.47803	270	1	0.12330	0.84865	1	0.16900	0.82311	1	0.14615	0.83588	1	0.21504	0.53526	27.09400	1.04168	1	0.65688	0.51268	27.82127	1.04869	1	-0.03809	-0.00355	0.60618	0.00513	1	0.02273	-0.00200	0.63555	0.00556	1	0.97917	0.31852	0	0
8856	146.98003	1085056269	0.10471	0.82988	146.48549	0.49454	270	1	0.14225	0.87207	1	0.15656	0.79501	1	0.14940	0.83354	1	0.21491	0.53578	27.11190	1.04869	1	0.65682	0.51319	27.83527	1.05571	1	-0.03809	-0.00355	0.60618	0.00513	1	0.02273	-0.00200	0.63555	0.00556	1	0.97917	0.31852	0	0
8857	146.99652	1085110908	0.10593	0.82977	146.48549	0.51103	270	1	0.13728	0.84568	1	0.15039	0.80707	1	0.14384	0.82638	1	0.21483	0.53621	27.18838	1.05571	1	0.65672	0.51348	27.99366	1.06273	1	-0.03809	-0.00355	0.60618	0.00513	1	0.02273	-0.00200	0.63555	0.00556	1	0.97917	0.31852	0	0
8858	147.01294	1085165299	0.13323	0.83383	146.48549	0.51103	270	0	0.13534	0.84398	1	0.15039	0.80707	1	0.14287	0.82553	1	0.21466	0.53637	27.28331	1.06273	1	0.65659	0.51361	28.13248	1.06273	1	-0.03809	-0.00373	0.60618	0.00527	1	0.02161	-0.00192	0.60810	0.00545	1	0.97917	0.31852	0	0
8859	147.02928	1085219441	0.14177	0.82930	146.48549	0.51103	270	0	0.12758	0.81123	1	0.17304	0.83833	1	0.15031	0.82478	1	0.21462	0.53665	27.38034	1.06273	1	0.65649	0.51405	27.99661	1.05571	1	-0.03809	-0.00373	0.60618	0.00527	1	0.02161	-0.00192	0.60810	0.00545	1	0.97917	0.31852	0	0
8860	147.04590	1085274511	0.14622	0.83128	146.48549	0.51103	270	0	0.13185	0.81874	1	0.17839	0.85174	1	0.15512	0.83524	1	0.21468	0.53671	27.26398	1.05571	1	0.65650	0.51419	27.96017	1.04869	1	-0.03809	-0.00373	0.60618	0.00527	1	0.02161	-0.00192	0.60810	0.00545	1	0.97917	0.31852	0	0
